feature,mean_gain
feature_66__ewm5,0.0009600668609009039
feature_01__lag7744,0.0009557189548024096
responder_3_prev_tail_lag50,0.0009534718350661107
responder_0_close_roll7_std,0.0009530008704196097
feature_03__ewm50,0.0009495577958190345
feature_21__rz30,0.0009485561635890598
feature_23__rz30,0.0009485152557049389
feature_23__lag50,0.0009476805578451342
feature_38__ewm10,0.0009461828597912018
feature_13__ewm10,0.0009345779948276424
responder_0_close_roll30_mean,0.0009341970096973964
feature_13__rmean30,0.0009322222041549316
feature_29__lag500,0.0009303633647867503
responder_6_prev_tail_d1,0.0009300334910598133
feature_05__ewm10,0.0009272185764546452
responder_8_prev_tail_d30,0.0009262724827605508
feature_27__ewm50,0.0009252045927919754
responder_4_prev_tail_d1,0.0009243870454207976
feature_39__rmean14,0.0009227107745216724
feature_34__ewm50,0.0009171466553952068
feature_26__rz7,0.0009148873342978434
feature_25__rstd30,0.0009145910183856347
feature_41__ewm50,0.0009094437625990564
responder_8_prev_tail_lag100,0.00090545685247513
feature_20__lag4840,0.000904687842738878
responder_6_prev_tail_d5,0.0009036346498802169
feature_17__ewm50,0.0009034763129826698
feature_32__rmean30,0.0009030571251860103
feature_61__rz3,0.0009017279561345898
feature_23__lag7744,0.0008997336391965045
feature_04__rmean7,0.0008992552438106625
feature_21__lag1936,0.0008989045956309108
feature_21__lag2904,0.0008966009008892222
feature_23__ewm10,0.0008945152655281628
feature_24__lag900,0.0008939754461592972
feature_27__lag3872,0.0008893234710614581
responder_5_close_roll3_std,0.0008888761262474914
responder_5_close_roll30_mean,0.0008885015197035049
feature_25__lag4840,0.000884484363442306
feature_23__rz7,0.0008836376387327018
responder_2_prev_tail_d5,0.0008828760863726806
feature_42__rmean7,0.0008806764367133534
feature_66__rmean14,0.0008785611493170046
feature_28__lag7744,0.000877981967948873
feature_18__ewm50,0.000876776339511166
feature_01__lag968,0.0008752269902961686
feature_68__rmean3,0.0008718988948676707
feature_23__rstd30,0.0008696120056041826
feature_42__rstd3,0.0008691499180358614
responder_4_prev_tail_lag50,0.0008679692925178818
feature_20__lag950,0.0008676709435722662
feature_29__rstd30,0.0008669416498112525
feature_52__ewm50,0.0008649266459460276
responder_7_close_roll3_std,0.0008637505078027631
feature_19__ewm10,0.0008612306298885594
feature_58__rmean7,0.0008603894474330617
responder_4_prev_tail_d10,0.0008574405788571977
feature_37__lag50,0.0008570813099575678
feature_42__rmean14,0.0008556633952798236
feature_56__rmean7,0.0008531777335924707
feature_75__ewm50,0.0008523858730811239
responder_4_overnight_gap,0.0008521996816630645
feature_57__ewm50,0.0008510667368811836
feature_02__rmean30,0.0008507981670840294
feature_38__lag950,0.0008501302405882142
feature_26__lag100,0.000848522605122935
feature_25__lag5808,0.0008453591134681501
feature_37__ewm5,0.0008449955352580589
feature_39__lag968,0.0008439359299547968
feature_46__rmean30,0.000843168689269811
feature_08__lag3872,0.00084127558098814
responder_5_prev_tail_d1,0.0008397121020211529
feature_01__lag100,0.0008394526659864976
feature_45__rmean30,0.0008383505070391649
feature_05__lag1936,0.0008357896978407427
feature_42__lag6776,0.0008331490794241797
feature_75__rstd30,0.0008328172769586056
feature_43__rmean14,0.0008305694732867763
responder_8_overnight_gap,0.000830328033504376
feature_61__ewm10,0.0008269165267668309
feature_31__lag100,0.0008248188571052975
feature_36__rmean7,0.0008239571186374416
feature_08__lag4840,0.000821533380293681
responder_2_close_roll3_std,0.0008178551642143727
feature_31__rz30,0.000817455932183031
responder_2_prevday_mean,0.0008157145955554311
feature_36__rstd30,0.0008155324077088792
feature_21__lag3872,0.0008152310921024713
feature_23__lag4840,0.0008133706710255767
responder_7_same_t_last10_mean,0.0008117857044971073
feature_00__rmean14,0.0008079370783568622
responder_5_prev_tail_lag6,0.0008068637933136126
feature_38__rmean3,0.0008068485886486552
feature_22__rz30,0.000806369902150504
responder_5_close_roll7_std,0.0008063229667698669
feature_05__lag2904,0.0008045161645606003
feature_61__lag10,0.0008045136142854905
feature_27__rz30,0.0008004665147487105
feature_03__lag6776,0.0008004115238459578
responder_2_overnight_gap,0.0007985080351503716
feature_69__ewm50,0.0007980688856321876
responder_2_prev_tail_lag31,0.0007971929246984293
responder_2_prev_tail_d1,0.0007970631770827685
feature_76__rz7,0.0007963049063532169
feature_20__lag5808,0.0007962939682478596
feature_35__rmean30,0.0007955733411322274
responder_4_prev_tail_lag31,0.0007943490858965918
feature_31__lag5808,0.000792700801198277
feature_23__lag6776,0.0007919635181852812
feature_12__ewm50,0.00079100368064253
feature_30__rz3,0.0007887244485608545
feature_25__rz7,0.0007849585529002723
responder_3_close_roll30_mean,0.0007842273976841069
feature_01__rstd30,0.0007838700730043856
feature_31__lag3872,0.0007796555710499604
feature_21__rz3,0.0007786770803084675
responder_6_prev_tail_lag2,0.0007781952069926081
feature_59__csrank,0.0007775989729549369
feature_13__ewm5,0.0007766958277106728
feature_20__lag7744,0.0007719268155088814
feature_08__rmean3,0.0007682140867850162
feature_20__lag500,0.0007676077622560276
feature_38__rmean14,0.0007671834234044541
feature_08__rmean14,0.0007643862914927407
feature_31__lag900,0.0007594142825768765
feature_22__ewm50,0.0007589033988486334
feature_37__rmean14,0.0007558000333294806
feature_31__lag50,0.0007548937475157754
feature_21__lag900,0.0007545614854958025
feature_45__ewm50,0.0007541115235973881
feature_28__rstd30,0.0007529911599269376
responder_1_overnight_gap,0.0007525680654407014
feature_05__rmean3,0.0007512198308558544
responder_1_close_roll7_mean,0.0007496465182300972
responder_1_prev_tail_lag50,0.0007495381619793992
feature_29__rz14,0.0007481181868157342
feature_36__lag1,0.0007480402418732139
feature_26__cs_z,0.0007386211340020863
feature_55__ewm5,0.0007354906489674429
feature_25__lag2904,0.0007291245932232872
feature_56__ewm50,0.0007285050159604994
feature_46__ewm50,0.00072778302376901
feature_05__lag500,0.0007273153700929236
feature_06__rmean7,0.0007262634729850307
feature_61__rmean14,0.0007231217361984855
responder_0_prev2day_close,0.000719627893466499
feature_55__rmean30,0.0007193155455525091
feature_53__rstd3,0.0007181790558209658
feature_62__ewm50,0.0007169481893706407
responder_8_prev_tail_d5,0.00071646458391815
responder_4_prev_tail_lag6,0.0007140384702667532
responder_7_prev_tail_lag11,0.0007124017343296968
feature_49__ewm5,0.0007117068348916978
feature_20,0.000709669590314791
feature_66__rmean7,0.0007094403281516237
responder_5_close_roll14_std,0.0007079984434223053
feature_01__lag900,0.0007068339064100023
responder_0_prev_tail_d10,0.000704989678035783
feature_20__lag6776,0.0007047012220116242
feature_24__rz3,0.0007031162481076496
responder_6_close_roll7_mean,0.000702730324753405
feature_05,0.0007015797568993414
feature_23__rz14,0.0007014142378188857
feature_02__ewm10,0.0006989483516296573
feature_38__ewm5,0.000698865069261986
responder_3_close_roll7_mean,0.0006987088897726498
responder_5_prev_tail_lag500,0.0006981500537439783
feature_47__rstd14,0.0006979793139083111
responder_6_close_roll3_mean,0.000697372328688006
feature_25__lag3872,0.0006941082770814799
feature_53__lag1936,0.0006920048705341087
responder_7_close_roll3_mean,0.000690320418014689
feature_69__diff50,0.0006856882654650721
feature_24__lag968,0.0006829185949858119
feature_74__ewm50,0.0006818024524224097
responder_7_close_roll30_std,0.0006808492094633484
responder_7_prev_tail_lag1,0.0006805323507587332
feature_05__rz30,0.0006800285348710032
feature_22__ret50,0.0006788957164778994
feature_08__lag5808,0.0006767040946824084
responder_3_close_roll3_mean,0.000675702662107221
responder_1_prev_tail_d1,0.0006754221211228994
feature_70__ewm50,0.0006725583702016293
responder_7_prev_tail_d30,0.0006717213938810024
feature_39__lag2904,0.0006690996046878051
responder_3_prev_tail_d30,0.000668729241945864
feature_53__lag2904,0.0006670383700583277
responder_8_prev_tail_lag1,0.0006661164127757358
responder_3_prev_tail_d5,0.0006655652624370846
feature_08__rstd14,0.0006636507758837422
responder_7_prev_tail_lag31,0.000662411390089494
feature_66__ewm10,0.0006615859939742895
feature_29__lag7744,0.0006587246862653676
feature_29__rz3,0.000657476370649711
responder_5_prev_tail_lag2,0.000656155661924375
feature_33__lag1,0.0006559149445407016
responder_4_prev_tail_d30,0.0006528606369243627
feature_55__rmean7,0.0006520202901479723
feature_23__rstd14,0.0006516587291371207
feature_21__rz7,0.0006485842570749536
feature_44__rmean30,0.0006485211645164096
feature_08__lag968,0.000646745097200801
feature_14__ewm50,0.0006465601893611921
feature_25__lag500,0.000645598644269008
feature_65__ewm5,0.0006449083633880377
feature_28__rz7,0.0006445737823234738
feature_74__rstd30,0.0006401094417073319
feature_31__rstd3,0.0006391483125943636
feature_22__rmean7,0.0006384986587713256
responder_3_prev_tail_lag6,0.000637786633761785
feature_32__lag2904,0.0006362706019913036
feature_05__ewm5,0.0006360451605341697
feature_24__lag2,0.0006353173119977169
feature_19__rmean7,0.000635107415240859
feature_60__rstd14,0.0006348172060193853
feature_27__lag2904,0.0006344029716743003
feature_26__rz3,0.0006332932695958062
responder_4_same_t_prev2,0.0006326559750033088
feature_14__lag950,0.0006317525961871581
feature_45__rmean7,0.0006307177673805304
feature_08__ewm10,0.0006302811964686668
feature_08__ewm5,0.0006287489473035434
feature_21__ewm50,0.0006267090129462617
feature_31__lag10,0.0006263443127223964
feature_67__lag100,0.0006249146619194667
responder_2_prev2day_close,0.000624497896840585
feature_08__rz30,0.0006243293764476566
feature_01__diff50,0.0006213682431027822
feature_25__lag1936,0.0006209583457502986
feature_28__rz14,0.0006190205605337513
feature_25__lag6776,0.0006184559959227533
feature_05__lag5808,0.0006162332864978722
feature_37__rmean7,0.00061597408688299
feature_24__rmean30,0.000614529944022497
feature_24__rstd14,0.0006143129367640272
feature_01__lag4840,0.0006099808190892007
feature_23__ewm50,0.0006093086336078639
feature_20__rz30,0.000609226470339497
feature_72__ewm50,0.000607768595785282
feature_23__lag1936,0.0006073020769098118
feature_41__rmean30,0.0006064720951596935
responder_8_close_roll3_mean,0.0006064478258195786
feature_01__lag3872,0.0006047342150358071
responder_2_prev_tail_lag900,0.0005997211507833466
feature_26__lag4840,0.0005996051006801797
feature_42__lag5808,0.0005991860517038073
feature_24__lag950,0.0005990759045163148
feature_07__diff50,0.0005988155950872938
feature_08__lag950,0.0005970168333482476
feature_51__rstd30,0.0005900560776197514
feature_50__rmean14,0.0005884381974726948
responder_4_close_roll3_std,0.000587845727238637
feature_51__rstd14,0.0005859553828394613
feature_28__lag2904,0.0005848534820733146
feature_38__rmean7,0.0005838251633018842
responder_0_prev_tail_lag1,0.000580855642118783
feature_28__lag6776,0.0005776510239419157
feature_31__lag968,0.0005735736541499852
feature_07__lag10,0.0005707797794771997
feature_28__lag100,0.0005679291144642962
feature_78__lag1936,0.0005676687821093125
feature_39__rmean7,0.0005657486819993266
feature_01__lag2904,0.0005654368170344081
feature_23__rstd3,0.0005648912628007877
feature_69__ewm5,0.0005643501802690287
feature_61__rstd3,0.0005642139995852514
feature_24__rstd7,0.0005588953350003537
responder_5_close_roll3_mean,0.0005585031787364314
responder_0_prev_tail_d30,0.0005567270173782021
feature_39__rmean3,0.0005525568065621526
feature_50__lag7744,0.0005519416862734475
feature_65__diff50,0.0005508556401578226
feature_71__rstd30,0.0005502741207521364
responder_4_prev_tail_lag2,0.0005501220283829748
feature_25__lag100,0.0005495570200219216
feature_03__rmean30,0.000547323514813263
feature_23__lag5808,0.0005463487135541078
feature_24__lag1,0.0005451709374212976
feature_28__lag5808,0.0005442305405126866
responder_2_prev_tail_lag500,0.0005441935804528606
feature_06__rz3,0.0005433233279755554
responder_3_close_roll3_std,0.0005433069505827808
feature_38__lag968,0.0005359937592212712
feature_23__lag2904,0.0005314270700461523
feature_50__rstd3,0.0005293002384882356
feature_32__lag4840,0.0005284746053989008
feature_57__rmean14,0.0005271956375644017
feature_15__lag100,0.0005247032108996898
feature_28__rz3,0.0005245031618725661
feature_04__lag968,0.0005220286060595802
feature_22__rz14,0.0005195457249381591
feature_08__rmean7,0.0005150951372346002
feature_08,0.0005130165143834677
feature_19__ewm5,0.0005124943547196963
feature_52__rmean3,0.0005119614745108501
feature_39__lag3872,0.0005118207201060945
feature_21,0.0005110228969083518
feature_05__lag3872,0.0005104575405041352
feature_31__rz7,0.0005085961816674193
feature_31__rstd7,0.0005068734496754621
feature_38__lag6776,0.0005062841467161775
feature_42__lag1936,0.0005040734216422114
feature_58__lag2,0.000503336881663083
feature_63__ewm50,0.0005020810381628361
feature_38__rstd14,0.0005016720800908405
feature_15__rstd3,0.0005003269960415336
feature_39,0.0004998246530909521
feature_28__lag900,0.0004998027799008133
responder_1_prev_tail_lag11,0.0004994302820856912
feature_36__rmean14,0.0004989695978753683
feature_70__lag50,0.0004937359538197872
feature_39__ewm10,0.0004936998279321392
feature_26__lag900,0.0004930450199557496
feature_52__ewm5,0.0004917268555446802
feature_53__lag3872,0.0004915480768732059
feature_05__lag1,0.000490094931948789
